path,name,cisagov
/US FEDERAL GOVERNMENT/[cisagov] Government Accountability Office/[cisagov] FASAB,[cisagov] FASAB,"{'name': 'FASAB', 'records': [{'domain_name': 'FASAB.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Accountability Office', 'organization': 'FASAB', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Accountability Office/[cisagov] US Government Accountability Office,[cisagov] US Government Accountability Office,"{'name': 'US Government Accountability Office', 'records': [{'domain_name': 'GAONET.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Accountability Office', 'organization': 'US Government Accountability Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Publishing Office,[cisagov] Government Publishing Office,"{'name': 'Government Publishing Office', 'records': [{'domain_name': 'CONGRESSIONALDIRECTORY.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'CONGRESSIONALRECORD.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'FDLP.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'ssl@gpo.gov'}, {'domain_name': 'FEDERALREGISTER.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'GPODEV.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'noc@gpo.gov'}, {'domain_name': 'SENATECALENDAR.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Publishing Office/[cisagov] US Government Publishing Office,[cisagov] US Government Publishing Office,"{'name': 'US Government Publishing Office', 'records': [{'domain_name': 'ECFR.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'US Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'GOVINFO.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'US Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'OFR.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'US Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Publishing Office/[cisagov] U.S. Government Publishing Office,[cisagov] U.S. Government Publishing Office,"{'name': 'U.S. Government Publishing Office', 'records': [{'domain_name': 'FDSYS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'U.S. Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'PRESIDENTIALDOCUMENTS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'U.S. Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Publishing Office/[cisagov] US Govt Publishing Office,[cisagov] US Govt Publishing Office,"{'name': 'US Govt Publishing Office', 'records': [{'domain_name': 'FEDREG.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'US Govt Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'GPO.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'US Govt Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Publishing Office/[cisagov] United States Government Publishing Office,[cisagov] United States Government Publishing Office,"{'name': 'United States Government Publishing Office', 'records': [{'domain_name': 'HOUSECALENDAR.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'United States Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'USCODE.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'United States Government Publishing Office', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Government Publishing Office/[cisagov] Office of Federal Register (NF),[cisagov] Office of Federal Register (NF),"{'name': 'Office of Federal Register (NF)', 'records': [{'domain_name': 'USGOVERNMENTMANUAL.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Government Publishing Office', 'organization': 'Office of Federal Register (NF)', 'city': 'College Park', 'state': 'MD', 'security_contact_email': '(blank)'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Library of Congress,[cisagov] Library of Congress,"{'name': 'Library of Congress', 'records': [{'domain_name': 'AFRICANAMERICANHISTORYMONTH.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'AMERICANMEMORY.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'AMERICASLIBRARY.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'ASIANPACIFICHERITAGE.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'BLACKHISTORYMONTH.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'CCB.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'CONGRESS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'COPYRIGHT.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'COPYRIGHTCLAIMSBOARD.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'CURRENCYREADER.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'WASHINGTON', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'CURRENCYREADERAPPLICATION.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'WASHINGTON', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'DIGITALPRESERVATION.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'DIGITIZATIONGUIDELINES.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'HISPANICHERITAGEMONTH.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'JEWISHHERITAGE.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'JEWISHHERITAGEMONTH.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LAW.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LCTL.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LIBRARYOFCONGRESS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LIS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LITERACY.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LOC.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'LOCTPS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'NATIVEAMERICANHERITAGEMONTH.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'READ.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'SECTION108.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'THOMAS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'TPS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': '(blank)'}, {'domain_name': 'UNITEDSTATESCONGRESS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'USCONGRESS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}, {'domain_name': 'WOMENSHISTORYMONTH.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Library of Congress', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Library of Congress/[cisagov] Copyright Royalty Board,[cisagov] Copyright Royalty Board,"{'name': 'Copyright Royalty Board', 'records': [{'domain_name': 'CRB.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Copyright Royalty Board', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Library of Congress/[cisagov] Congressional Research Service,[cisagov] Congressional Research Service,"{'name': 'Congressional Research Service', 'records': [{'domain_name': 'CRS.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Library of Congress', 'organization': 'Congressional Research Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@loc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Medicaid and CHIP Payment and Access Commission,[cisagov] Medicaid and CHIP Payment and Access Commission,"{'name': 'Medicaid and CHIP Payment and Access Commission', 'records': [{'domain_name': 'MACPAC.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Medicaid and CHIP Payment and Access Commission', 'organization': 'Medicaid and CHIP Payment and Access Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'IT.Support@macpac.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Office of Congressional Workplace Rights,[cisagov] Office of Congressional Workplace Rights,"{'name': 'Office of Congressional Workplace Rights', 'records': [{'domain_name': 'OCWR.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Office of Congressional Workplace Rights', 'organization': 'Office of Congressional Workplace Rights', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'mark.kruger@ocwr.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Office of Congressional Workplace Rights/[cisagov] Congressional Office of Compliance,[cisagov] Congressional Office of Compliance,"{'name': 'Congressional Office of Compliance', 'records': [{'domain_name': 'COMPLIANCE.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'Office of Congressional Workplace Rights', 'organization': 'Congressional Office of Compliance', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'mark.kruger@ocwr.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] U.S. Capitol Police,[cisagov] U.S. Capitol Police,"{'name': 'U.S. Capitol Police', 'records': [{'domain_name': 'USCAPITOLPOLICE.GOV', 'domain_type': 'Federal - Legislative', 'agency': 'U.S. Capitol Police', 'organization': 'U.S. Capitol Police', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'OIS-Security@uscp.gov'}]}"
